var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,var,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,var,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,var,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,var,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,var,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,var,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,var,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,var,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,var,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,var,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,var,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp75_344,2,0,2,0.4709893,0.9837142,0,0,0,NA,NA,sp75_344,2,0,2,0.4709893,0.9837142,0,0,0,NA,NA,sp75_344,0,0,0,NA,NA,0,0,0,NA,NA,sp75_344,2,0,2,0.4709893,0.9837142,0,0,0,NA,NA,sp75_344,0,0,0,NA,NA,0,0,0,NA,NA,sp75_344,1,0,1,0.4709893,0.4709893,0,0,0,NA,NA,sp75_344,0,0,0,NA,NA,0,0,0,NA,NA,sp75_344,1,0,1,0.9837142,0.9837142,0,0,0,NA,NA,sp75_344,2,0,2,0.4709893,0.9837142,0,0,0,NA,NA,sp75_344,0,0,0,NA,NA,0,0,0,NA,NA,sp75_344,0,0,0,NA,NA,0,0,0,NA,NA,sp75_344,0,0,0,NA,NA,0,0,0,NA,NA
sp75_352,5,0,5,0.7704901,0.9354165,0,0,0,NA,NA,sp75_352,1,0,1,0.9331481,0.9331481,0,0,0,NA,NA,sp75_352,4,0,4,0.7704901,0.9354165,0,0,0,NA,NA,sp75_352,2,0,2,0.7704901,0.9033688,0,0,0,NA,NA,sp75_352,3,0,3,0.8575671,0.9354165,0,0,0,NA,NA,sp75_352,5,0,5,0.7704901,0.9354165,0,0,0,NA,NA,sp75_352,0,0,0,NA,NA,0,0,0,NA,NA,sp75_352,0,0,0,NA,NA,0,0,0,NA,NA,sp75_352,0,0,0,NA,NA,0,0,0,NA,NA,sp75_352,3,0,3,0.7704901,0.9331481,0,0,0,NA,NA,sp75_352,1,0,1,0.9354165,0.9354165,0,0,0,NA,NA,sp75_352,1,0,1,0.9033688,0.9033688,0,0,0,NA,NA
sp75_382,6,4,2,0.9935936,3.34409,3,2,1,0.9955984,1.313628,sp75_382,1,1,0,1.094136,1.094136,1,1,0,1.094136,1.094136,sp75_382,5,3,2,0.9935936,3.34409,2,1,1,0.9955984,1.313628,sp75_382,3,2,1,0.9935936,3.34409,0,0,0,NA,NA,sp75_382,3,2,1,0.9955984,1.313628,3,2,1,0.9955984,1.313628,sp75_382,0,0,0,NA,NA,0,0,0,NA,NA,sp75_382,4,4,0,1.094136,3.34409,2,2,0,1.094136,1.313628,sp75_382,2,0,2,0.9935936,0.9955984,1,0,1,0.9955984,0.9955984,sp75_382,2,0,2,0.9935936,0.9955984,1,0,1,0.9955984,0.9955984,sp75_382,1,1,0,3.34409,3.34409,0,0,0,NA,NA,sp75_382,1,1,0,1.094136,1.094136,1,1,0,1.094136,1.094136,sp75_382,2,2,0,1.313628,1.988099,1,1,0,1.313628,1.313628
sp75_503,8,7,1,0.9999849,1.080283,4,4,0,1.011088,1.080283,sp75_503,6,5,1,0.9999849,1.080283,3,3,0,1.022644,1.080283,sp75_503,2,2,0,1.011088,1.019613,1,1,0,1.011088,1.011088,sp75_503,7,7,0,1.011088,1.080283,4,4,0,1.011088,1.080283,sp75_503,1,0,1,0.9999849,0.9999849,0,0,0,NA,NA,sp75_503,4,4,0,1.011088,1.027903,2,2,0,1.011088,1.027903,sp75_503,3,3,0,1.022644,1.080283,2,2,0,1.022644,1.080283,sp75_503,1,0,1,0.9999849,0.9999849,0,0,0,NA,NA,sp75_503,3,3,0,1.019613,1.080283,2,2,0,1.027903,1.080283,sp75_503,2,2,0,1.024725,1.066247,0,0,0,NA,NA,sp75_503,1,1,0,1.022644,1.022644,1,1,0,1.022644,1.022644,sp75_503,2,1,1,0.9999849,1.011088,1,1,0,1.011088,1.011088
sp75_504,5,2,3,0.5567897,1.003012,0,0,0,NA,NA,sp75_504,4,1,3,0.5567897,1.000901,0,0,0,NA,NA,sp75_504,1,1,0,1.003012,1.003012,0,0,0,NA,NA,sp75_504,0,0,0,NA,NA,0,0,0,NA,NA,sp75_504,5,2,3,0.5567897,1.003012,0,0,0,NA,NA,sp75_504,0,0,0,NA,NA,0,0,0,NA,NA,sp75_504,3,0,3,0.5567897,0.8235633,0,0,0,NA,NA,sp75_504,2,2,0,1.000901,1.003012,0,0,0,NA,NA,sp75_504,1,0,1,0.5567897,0.5567897,0,0,0,NA,NA,sp75_504,1,0,1,0.6438182,0.6438182,0,0,0,NA,NA,sp75_504,1,0,1,0.8235633,0.8235633,0,0,0,NA,NA,sp75_504,2,2,0,1.000901,1.003012,0,0,0,NA,NA
sp75_505,1,1,0,1.003757,1.003757,0,0,0,NA,NA,sp75_505,1,1,0,1.003757,1.003757,0,0,0,NA,NA,sp75_505,0,0,0,NA,NA,0,0,0,NA,NA,sp75_505,0,0,0,NA,NA,0,0,0,NA,NA,sp75_505,1,1,0,1.003757,1.003757,0,0,0,NA,NA,sp75_505,0,0,0,NA,NA,0,0,0,NA,NA,sp75_505,0,0,0,NA,NA,0,0,0,NA,NA,sp75_505,1,1,0,1.003757,1.003757,0,0,0,NA,NA,sp75_505,1,1,0,1.003757,1.003757,0,0,0,NA,NA,sp75_505,0,0,0,NA,NA,0,0,0,NA,NA,sp75_505,0,0,0,NA,NA,0,0,0,NA,NA,sp75_505,0,0,0,NA,NA,0,0,0,NA,NA
sp75_506,1,1,0,1.341128,1.341128,0,0,0,NA,NA,sp75_506,1,1,0,1.341128,1.341128,0,0,0,NA,NA,sp75_506,0,0,0,NA,NA,0,0,0,NA,NA,sp75_506,1,1,0,1.341128,1.341128,0,0,0,NA,NA,sp75_506,0,0,0,NA,NA,0,0,0,NA,NA,sp75_506,0,0,0,NA,NA,0,0,0,NA,NA,sp75_506,1,1,0,1.341128,1.341128,0,0,0,NA,NA,sp75_506,0,0,0,NA,NA,0,0,0,NA,NA,sp75_506,0,0,0,NA,NA,0,0,0,NA,NA,sp75_506,0,0,0,NA,NA,0,0,0,NA,NA,sp75_506,0,0,0,NA,NA,0,0,0,NA,NA,sp75_506,1,1,0,1.341128,1.341128,0,0,0,NA,NA
sp75_506_1,15,15,0,1.00112,1.505438,10,10,0,1.001509,1.367493,sp75_506_1,8,8,0,1.00112,1.274683,7,7,0,1.001509,1.274683,sp75_506_1,7,7,0,1.007013,1.505438,3,3,0,1.007013,1.367493,sp75_506_1,5,5,0,1.00486,1.505438,3,3,0,1.00486,1.367493,sp75_506_1,10,10,0,1.00112,1.436396,7,7,0,1.001509,1.274683,sp75_506_1,7,7,0,1.05915,1.367493,6,6,0,1.05915,1.367493,sp75_506_1,2,2,0,1.436396,1.505438,0,0,0,NA,NA,sp75_506_1,6,6,0,1.00112,1.009404,4,4,0,1.001509,1.007013,sp75_506_1,3,3,0,1.003602,1.232265,2,2,0,1.003602,1.232265,sp75_506_1,1,1,0,1.274683,1.274683,1,1,0,1.274683,1.274683,sp75_506_1,5,5,0,1.00112,1.367493,4,4,0,1.007013,1.367493,sp75_506_1,6,6,0,1.001509,1.505438,3,3,0,1.001509,1.05915
sp75_507,3,3,0,1.171103,1.95813,1,1,0,1.95813,1.95813,sp75_507,0,0,0,NA,NA,0,0,0,NA,NA,sp75_507,3,3,0,1.171103,1.95813,1,1,0,1.95813,1.95813,sp75_507,2,2,0,1.292285,1.95813,1,1,0,1.95813,1.95813,sp75_507,1,1,0,1.171103,1.171103,0,0,0,NA,NA,sp75_507,2,2,0,1.171103,1.292285,0,0,0,NA,NA,sp75_507,1,1,0,1.95813,1.95813,1,1,0,1.95813,1.95813,sp75_507,0,0,0,NA,NA,0,0,0,NA,NA,sp75_507,0,0,0,NA,NA,0,0,0,NA,NA,sp75_507,3,3,0,1.171103,1.95813,1,1,0,1.95813,1.95813,sp75_507,0,0,0,NA,NA,0,0,0,NA,NA,sp75_507,0,0,0,NA,NA,0,0,0,NA,NA
sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_510_1,0,0,0,NA,NA,0,0,0,NA,NA
sp75_511,3,3,0,1.040394,1.14107,1,1,0,1.14107,1.14107,sp75_511,2,2,0,1.040394,1.132974,0,0,0,NA,NA,sp75_511,1,1,0,1.14107,1.14107,1,1,0,1.14107,1.14107,sp75_511,0,0,0,NA,NA,0,0,0,NA,NA,sp75_511,3,3,0,1.040394,1.14107,1,1,0,1.14107,1.14107,sp75_511,0,0,0,NA,NA,0,0,0,NA,NA,sp75_511,3,3,0,1.040394,1.14107,1,1,0,1.14107,1.14107,sp75_511,0,0,0,NA,NA,0,0,0,NA,NA,sp75_511,1,1,0,1.132974,1.132974,0,0,0,NA,NA,sp75_511,0,0,0,NA,NA,0,0,0,NA,NA,sp75_511,2,2,0,1.040394,1.14107,1,1,0,1.14107,1.14107,sp75_511,0,0,0,NA,NA,0,0,0,NA,NA
sp75_511_1,14,2,12,3.01E-12,1.056746,14,2,12,3.01E-12,1.056746,sp75_511_1,5,1,4,0.1899373,1.035054,5,1,4,0.1899373,1.035054,sp75_511_1,9,1,8,3.01E-12,1.056746,9,1,8,3.01E-12,1.056746,sp75_511_1,4,2,2,0.2291677,1.056746,4,2,2,0.2291677,1.056746,sp75_511_1,10,0,10,3.01E-12,0.4659356,10,0,10,3.01E-12,0.4659356,sp75_511_1,6,0,6,3.01E-12,0.4659356,6,0,6,3.01E-12,0.4659356,sp75_511_1,6,0,6,7.04E-10,0.4606888,6,0,6,7.04E-10,0.4606888,sp75_511_1,2,2,0,1.035054,1.056746,2,2,0,1.035054,1.056746,sp75_511_1,4,0,4,0.2719069,0.4659356,4,0,4,0.2719069,0.4659356,sp75_511_1,4,0,4,3.01E-12,0.2658418,4,0,4,3.01E-12,0.2658418,sp75_511_1,4,0,4,0.2154331,0.2934977,4,0,4,0.2154331,0.2934977,sp75_511_1,2,2,0,1.035054,1.056746,2,2,0,1.035054,1.056746
sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512,0,0,0,NA,NA,0,0,0,NA,NA
sp75_512_1,5,5,0,2.74047,10.25203,4,4,0,2.74047,10.25203,sp75_512_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512_1,5,5,0,2.74047,10.25203,4,4,0,2.74047,10.25203,sp75_512_1,2,2,0,5.104422,10.25203,1,1,0,10.25203,10.25203,sp75_512_1,3,3,0,2.74047,3.668048,3,3,0,2.74047,3.668048,sp75_512_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512_1,5,5,0,2.74047,10.25203,4,4,0,2.74047,10.25203,sp75_512_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_512_1,2,2,0,3.668048,5.104422,1,1,0,3.668048,3.668048,sp75_512_1,2,2,0,3.060113,10.25203,2,2,0,3.060113,10.25203,sp75_512_1,1,1,0,2.74047,2.74047,1,1,0,2.74047,2.74047,sp75_512_1,0,0,0,NA,NA,0,0,0,NA,NA
sp75_512_2,6,6,0,1.000462,1.186737,3,3,0,1.000572,1.186737,sp75_512_2,4,4,0,1.000572,1.186737,3,3,0,1.000572,1.186737,sp75_512_2,2,2,0,1.000462,1.099435,0,0,0,NA,NA,sp75_512_2,3,3,0,1.00091,1.186737,2,2,0,1.003334,1.186737,sp75_512_2,3,3,0,1.000462,1.099435,1,1,0,1.000572,1.000572,sp75_512_2,1,1,0,1.186737,1.186737,1,1,0,1.186737,1.186737,sp75_512_2,1,1,0,1.099435,1.099435,0,0,0,NA,NA,sp75_512_2,4,4,0,1.000462,1.003334,2,2,0,1.000572,1.003334,sp75_512_2,2,2,0,1.003334,1.186737,2,2,0,1.003334,1.186737,sp75_512_2,1,1,0,1.000572,1.000572,1,1,0,1.000572,1.000572,sp75_512_2,2,2,0,1.000462,1.00091,0,0,0,NA,NA,sp75_512_2,1,1,0,1.099435,1.099435,0,0,0,NA,NA
sp75_513,6,0,6,0.2960095,0.9959978,1,0,1,0.9959978,0.9959978,sp75_513,3,0,3,0.2960095,0.7714984,0,0,0,NA,NA,sp75_513,3,0,3,0.9924927,0.9959978,1,0,1,0.9959978,0.9959978,sp75_513,3,0,3,0.2960095,0.9959978,1,0,1,0.9959978,0.9959978,sp75_513,3,0,3,0.7481256,0.9946953,0,0,0,NA,NA,sp75_513,0,0,0,NA,NA,0,0,0,NA,NA,sp75_513,3,0,3,0.2960095,0.7714984,0,0,0,NA,NA,sp75_513,3,0,3,0.9924927,0.9959978,1,0,1,0.9959978,0.9959978,sp75_513,4,0,4,0.2960095,0.9946953,0,0,0,NA,NA,sp75_513,1,0,1,0.7714984,0.7714984,0,0,0,NA,NA,sp75_513,0,0,0,NA,NA,0,0,0,NA,NA,sp75_513,1,0,1,0.9959978,0.9959978,1,0,1,0.9959978,0.9959978
sp75_513_1,2,2,0,1.292192,3.198257,0,0,0,NA,NA,sp75_513_1,2,2,0,1.292192,3.198257,0,0,0,NA,NA,sp75_513_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_513_1,2,2,0,1.292192,3.198257,0,0,0,NA,NA,sp75_513_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_513_1,2,2,0,1.292192,3.198257,0,0,0,NA,NA,sp75_513_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_513_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_513_1,1,1,0,3.198257,3.198257,0,0,0,NA,NA,sp75_513_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_513_1,1,1,0,1.292192,1.292192,0,0,0,NA,NA,sp75_513_1,0,0,0,NA,NA,0,0,0,NA,NA
sp75_514,2,1,1,0.9992794,1.049346,0,0,0,NA,NA,sp75_514,1,0,1,0.9992794,0.9992794,0,0,0,NA,NA,sp75_514,1,1,0,1.049346,1.049346,0,0,0,NA,NA,sp75_514,1,0,1,0.9992794,0.9992794,0,0,0,NA,NA,sp75_514,1,1,0,1.049346,1.049346,0,0,0,NA,NA,sp75_514,1,1,0,1.049346,1.049346,0,0,0,NA,NA,sp75_514,0,0,0,NA,NA,0,0,0,NA,NA,sp75_514,1,0,1,0.9992794,0.9992794,0,0,0,NA,NA,sp75_514,1,1,0,1.049346,1.049346,0,0,0,NA,NA,sp75_514,0,0,0,NA,NA,0,0,0,NA,NA,sp75_514,0,0,0,NA,NA,0,0,0,NA,NA,sp75_514,1,0,1,0.9992794,0.9992794,0,0,0,NA,NA
sp75_515,26,0,26,0.9059742,0.9998906,18,0,18,0.9059742,0.9995888,sp75_515,13,0,13,0.9059742,0.9998906,7,0,7,0.9059742,0.9995888,sp75_515,13,0,13,0.9246617,0.9997059,11,0,11,0.9246617,0.9992656,sp75_515,10,0,10,0.9226298,0.9994272,7,0,7,0.92855,0.9991749,sp75_515,16,0,16,0.9059742,0.9998906,11,0,11,0.9059742,0.9995888,sp75_515,12,0,12,0.9226298,0.9967288,10,0,10,0.92855,0.9921878,sp75_515,4,0,4,0.9059742,0.9693985,3,0,3,0.9059742,0.9693985,sp75_515,10,0,10,0.9984828,0.9998906,5,0,5,0.9986629,0.9995888,sp75_515,4,0,4,0.9356256,0.9992656,3,0,3,0.9618555,0.9992656,sp75_515,9,0,9,0.9059742,0.9995888,6,0,6,0.9059742,0.9995888,sp75_515,10,0,10,0.9246617,0.9998906,7,0,7,0.9246617,0.999155,sp75_515,3,0,3,0.9707687,0.9991749,2,0,2,0.9707687,0.9991749
sp75_516,6,3,3,0.8931375,1.282372,3,1,2,0.9592175,1.111685,sp75_516,4,1,3,0.8931375,1.111685,3,1,2,0.9592175,1.111685,sp75_516,2,2,0,1.138717,1.282372,0,0,0,NA,NA,sp75_516,4,1,3,0.8931375,1.282372,2,0,2,0.9592175,0.9748648,sp75_516,2,2,0,1.111685,1.138717,1,1,0,1.111685,1.111685,sp75_516,3,0,3,0.8931375,0.9748648,2,0,2,0.9592175,0.9748648,sp75_516,3,3,0,1.111685,1.282372,1,1,0,1.111685,1.111685,sp75_516,0,0,0,NA,NA,0,0,0,NA,NA,sp75_516,2,1,1,0.8931375,1.111685,1,1,0,1.111685,1.111685,sp75_516,2,2,0,1.138717,1.282372,0,0,0,NA,NA,sp75_516,1,0,1,0.9592175,0.9592175,1,0,1,0.9592175,0.9592175,sp75_516,1,0,1,0.9748648,0.9748648,1,0,1,0.9748648,0.9748648
sp75_516_1,3,0,3,0.5233526,0.9972991,2,0,2,0.5233526,0.9972991,sp75_516_1,1,0,1,0.9972991,0.9972991,1,0,1,0.9972991,0.9972991,sp75_516_1,2,0,2,0.5233526,0.6482864,1,0,1,0.5233526,0.5233526,sp75_516_1,1,0,1,0.5233526,0.5233526,1,0,1,0.5233526,0.5233526,sp75_516_1,2,0,2,0.6482864,0.9972991,1,0,1,0.9972991,0.9972991,sp75_516_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_516_1,2,0,2,0.5233526,0.6482864,1,0,1,0.5233526,0.5233526,sp75_516_1,1,0,1,0.9972991,0.9972991,1,0,1,0.9972991,0.9972991,sp75_516_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_516_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_516_1,2,0,2,0.5233526,0.6482864,1,0,1,0.5233526,0.5233526,sp75_516_1,1,0,1,0.9972991,0.9972991,1,0,1,0.9972991,0.9972991
sp75_516_2,9,8,1,0.4465639,9.344678,1,0,1,0.4465639,0.4465639,sp75_516_2,4,4,0,1.049107,9.344678,0,0,0,NA,NA,sp75_516_2,5,4,1,0.4465639,1.211174,1,0,1,0.4465639,0.4465639,sp75_516_2,6,6,0,1.002841,9.344678,0,0,0,NA,NA,sp75_516_2,3,2,1,0.4465639,1.073529,1,0,1,0.4465639,0.4465639,sp75_516_2,4,4,0,1.049107,1.211174,0,0,0,NA,NA,sp75_516_2,4,3,1,0.4465639,9.344678,1,0,1,0.4465639,0.4465639,sp75_516_2,1,1,0,1.002841,1.002841,0,0,0,NA,NA,sp75_516_2,5,5,0,1.002841,9.344678,0,0,0,NA,NA,sp75_516_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_516_2,2,2,0,1.097472,2.462241,0,0,0,NA,NA,sp75_516_2,2,1,1,0.4465639,2.072889,1,0,1,0.4465639,0.4465639
sp75_517,3,0,3,0.9737413,0.9999135,0,0,0,NA,NA,sp75_517,2,0,2,0.9949363,0.9999135,0,0,0,NA,NA,sp75_517,1,0,1,0.9737413,0.9737413,0,0,0,NA,NA,sp75_517,3,0,3,0.9737413,0.9999135,0,0,0,NA,NA,sp75_517,0,0,0,NA,NA,0,0,0,NA,NA,sp75_517,2,0,2,0.9737413,0.9949363,0,0,0,NA,NA,sp75_517,0,0,0,NA,NA,0,0,0,NA,NA,sp75_517,1,0,1,0.9999135,0.9999135,0,0,0,NA,NA,sp75_517,1,0,1,0.9737413,0.9737413,0,0,0,NA,NA,sp75_517,0,0,0,NA,NA,0,0,0,NA,NA,sp75_517,0,0,0,NA,NA,0,0,0,NA,NA,sp75_517,2,0,2,0.9949363,0.9999135,0,0,0,NA,NA
sp75_517_1,6,5,1,0.6454782,1.043388,3,3,0,1.005115,1.043388,sp75_517_1,2,2,0,1.001789,1.043388,1,1,0,1.043388,1.043388,sp75_517_1,4,3,1,0.6454782,1.009546,2,2,0,1.005115,1.009546,sp75_517_1,2,2,0,1.00756,1.043388,1,1,0,1.043388,1.043388,sp75_517_1,4,3,1,0.6454782,1.009546,2,2,0,1.005115,1.009546,sp75_517_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_517_1,1,0,1,0.6454782,0.6454782,0,0,0,NA,NA,sp75_517_1,5,5,0,1.001789,1.043388,3,3,0,1.005115,1.043388,sp75_517_1,2,2,0,1.009546,1.043388,2,2,0,1.009546,1.043388,sp75_517_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_517_1,3,3,0,1.001789,1.00756,1,1,0,1.005115,1.005115,sp75_517_1,1,0,1,0.6454782,0.6454782,0,0,0,NA,NA
sp75_518,11,10,1,0.9993182,1.195662,4,3,1,0.9993182,1.073092,sp75_518,4,3,1,0.9993182,1.055927,3,2,1,0.9993182,1.055927,sp75_518,7,7,0,1.041123,1.195662,1,1,0,1.073092,1.073092,sp75_518,4,3,1,0.9993182,1.195662,1,0,1,0.9993182,0.9993182,sp75_518,7,7,0,1.01252,1.092827,3,3,0,1.025845,1.073092,sp75_518,2,2,0,1.041123,1.086201,0,0,0,NA,NA,sp75_518,8,8,0,1.01252,1.195662,3,3,0,1.025845,1.073092,sp75_518,1,0,1,0.9993182,0.9993182,1,0,1,0.9993182,0.9993182,sp75_518,4,4,0,1.041123,1.195662,0,0,0,NA,NA,sp75_518,2,2,0,1.055927,1.092827,1,1,0,1.055927,1.055927,sp75_518,2,2,0,1.025845,1.073092,2,2,0,1.025845,1.073092,sp75_518,3,2,1,0.9993182,1.073168,1,0,1,0.9993182,0.9993182
sp75_518_1,6,0,6,0.6679332,0.9435036,2,0,2,0.6679332,0.8016277,sp75_518_1,2,0,2,0.9284272,0.9435036,0,0,0,NA,NA,sp75_518_1,4,0,4,0.6679332,0.8589409,2,0,2,0.6679332,0.8016277,sp75_518_1,3,0,3,0.6679332,0.9284272,1,0,1,0.6679332,0.6679332,sp75_518_1,3,0,3,0.7356646,0.9435036,1,0,1,0.8016277,0.8016277,sp75_518_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_518_1,6,0,6,0.6679332,0.9435036,2,0,2,0.6679332,0.8016277,sp75_518_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_518_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_518_1,1,0,1,0.7356646,0.7356646,0,0,0,NA,NA,sp75_518_1,3,0,3,0.6679332,0.9435036,2,0,2,0.6679332,0.8016277,sp75_518_1,2,0,2,0.8589409,0.9284272,0,0,0,NA,NA
sp75_519,4,1,3,0.7698445,1.023129,2,0,2,0.7698445,0.9911974,sp75_519,1,1,0,1.023129,1.023129,0,0,0,NA,NA,sp75_519,3,0,3,0.7698445,0.9913388,2,0,2,0.7698445,0.9911974,sp75_519,0,0,0,NA,NA,0,0,0,NA,NA,sp75_519,4,1,3,0.7698445,1.023129,2,0,2,0.7698445,0.9911974,sp75_519,0,0,0,NA,NA,0,0,0,NA,NA,sp75_519,0,0,0,NA,NA,0,0,0,NA,NA,sp75_519,4,1,3,0.7698445,1.023129,2,0,2,0.7698445,0.9911974,sp75_519,2,1,1,0.9911974,1.023129,1,0,1,0.9911974,0.9911974,sp75_519,1,0,1,0.7698445,0.7698445,1,0,1,0.7698445,0.7698445,sp75_519,0,0,0,NA,NA,0,0,0,NA,NA,sp75_519,1,0,1,0.9913388,0.9913388,0,0,0,NA,NA
sp75_520,4,3,1,0.9366717,1.101518,1,1,0,1.001483,1.001483,sp75_520,0,0,0,NA,NA,0,0,0,NA,NA,sp75_520,4,3,1,0.9366717,1.101518,1,1,0,1.001483,1.001483,sp75_520,2,2,0,1.00419,1.101518,0,0,0,NA,NA,sp75_520,2,1,1,0.9366717,1.001483,1,1,0,1.001483,1.001483,sp75_520,1,1,0,1.101518,1.101518,0,0,0,NA,NA,sp75_520,1,0,1,0.9366717,0.9366717,0,0,0,NA,NA,sp75_520,2,2,0,1.001483,1.00419,1,1,0,1.001483,1.001483,sp75_520,0,0,0,NA,NA,0,0,0,NA,NA,sp75_520,2,2,0,1.001483,1.00419,1,1,0,1.001483,1.001483,sp75_520,1,1,0,1.101518,1.101518,0,0,0,NA,NA,sp75_520,1,0,1,0.9366717,0.9366717,0,0,0,NA,NA
